"Group" "sort" "x" "y"
21 19 120.96111860 24.792752183
21 20 120.95872955 24.794061504
21 21 120.95634081 24.794656352
21 22 120.95335521 24.794298190
21 23 120.95182930 24.793821267
21 24 120.94851216 24.793105639
21 25 120.94459799 24.791913369
21 26 120.94108185 24.791197412
21 27 120.93889253 24.790839363
21 28 120.93550949 24.789527893
21 29 120.93404994 24.789289082
21 30 120.93026886 24.787917729
21 31 120.92940673 24.787262480
21 32 120.92788117 24.786487550
21 33 120.92589120 24.785891141
21 34 120.92423292 24.785175787
22 0 121.06770652 24.789761070
22 1 121.06652589 24.789630506
22 2 121.06272713 24.789235538
22 3 121.06060741 24.788901976
22 4 121.05940363 24.788735241
22 5 121.05809521 24.788616314
22 6 121.05699611 24.788449518
22 7 121.05655121 24.788330246
22 8 121.05623718 24.788282588
23 0 121.01262234 24.764325861
23 1 121.01153463 24.763674428
23 2 121.00661857 24.760844915
23 3 121.00341254 24.758015211
23 4 121.00180959 24.757332180
23 5 120.99582542 24.753721682
23 6 120.99176493 24.751477178
23 7 120.98813204 24.748744699
23 8 120.98567463 24.746597727
23 9 120.98321728 24.744548294
23 10 120.98140113 24.742401322
23 11 120.97766193 24.739473413
23 12 120.97308947 24.736711148
23 13 120.96757673 24.733179342
23 14 120.96743180 24.732684309
23 15 120.96473316 24.730694662
23 16 120.96154222 24.728657797
23 17 120.95746530 24.726481921
23 18 120.95643225 24.726207576
23 19 120.95348474 24.724711030
23 20 120.95245512 24.723852355
23 21 120.94505488 24.719832310
23 22 120.94085088 24.717548286
23 23 120.93946446 24.716795000
23 24 120.93645757 24.714443733
23 25 120.93358234 24.712452066
24 0 121.05621100 24.788258709
24 1 121.05432665 24.787542758
24 2 121.05262555 24.786970048
24 3 121.05181421 24.786588119
24 4 121.05097669 24.786134530
24 5 121.04898747 24.784749676
24 6 121.04812375 24.784176638
24 7 121.04752177 24.783770730
24 8 121.04715533 24.783484187
24 9 121.04673654 24.783125994
24 10 121.04613461 24.782839522
24 11 121.04579438 24.782648521
24 12 121.04542795 24.782361973
24 13 121.04484977 24.781911645
24 14 121.04456687 24.781746404
24 15 121.04285269 24.780745161
24 16 121.03804210 24.777819077
24 17 121.03569027 24.776160805
24 18 121.03484434 24.775669596
24 19 121.03333859 24.774795234
24 20 121.03020701 24.773135959
24 21 121.03002498 24.773039504
24 22 121.01859947 24.767905329
24 23 121.01262234 24.764325861
25 0 121.17231840 24.777890018
25 1 121.17171792 24.778329812
25 2 121.17057701 24.779044898
25 3 121.16925558 24.779705732
25 4 121.16781413 24.780531115
25 5 121.16487061 24.781853324
25 6 121.16126638 24.783560574
25 7 121.15904328 24.784333078
25 8 121.15814221 24.784773589
25 9 121.15676054 24.785434376
25 10 121.15387642 24.786427542
25 11 121.15171368 24.787473650
25 12 121.15039180 24.787915172
25 13 121.14906983 24.788356591
25 14 121.14786802 24.788742982
25 15 121.14462315 24.789846396
25 16 121.14264039 24.790672872
25 17 121.14029654 24.791281056
25 18 121.13861350 24.791558927
25 19 121.13669009 24.791892078
25 20 121.13452593 24.792061536
25 21 121.13164036 24.792232592
25 22 121.12773225 24.792132049
25 23 121.12737151 24.792132898
25 24 121.12568760 24.791753277
25 25 121.12322264 24.791758848
25 26 121.11901452 24.792096977
25 27 121.11474633 24.792435214
25 28 121.11288236 24.792274914
25 29 121.11155993 24.792496947
25 30 121.10891436 24.792338351
25 31 121.10747140 24.792341471
25 32 121.10404499 24.792787060
25 33 121.10278244 24.792844548
25 34 121.10164057 24.793230436
25 35 121.09737179 24.793129886
25 36 121.09520697 24.792750956
25 37 121.09298207 24.792426841
25 38 121.09189977 24.792319517
25 39 121.08901350 24.791941932
25 40 121.08684888 24.791672409
25 41 121.08636774 24.791563882
25 42 121.08366226 24.791514492
25 43 121.08119737 24.791628990
25 44 121.07837153 24.791525031
25 45 121.07536486 24.790928280
25 46 121.07398176 24.790602283
25 47 121.07139616 24.790169039
25 48 121.06770652 24.789761070
26 0 120.93470521 24.713229894
26 1 120.93358234 24.712452066
26 2 120.93070001 24.710697349
26 3 120.92997830 24.710228977
26 4 120.92900071 24.709249893
26 5 120.92238989 24.703949284
27 0 120.78068623 24.410077347
27 1 120.77902577 24.410542568
27 2 120.77747123 24.410883759
27 3 120.77599719 24.411151454
27 4 120.77546130 24.411175193
27 5 120.77497917 24.411100877
27 6 120.77460439 24.410928585
27 7 120.77414957 24.410559906
27 8 120.77380211 24.410093251
27 9 120.77326697 24.409699915
27 10 120.77233027 24.409134240
27 11 120.77131355 24.408372170
27 12 120.77064504 24.407659688
27 13 120.76962911 24.406480539
27 14 120.76848008 24.404835044
27 15 120.76516913 24.400614787
28 0 120.81904538 24.392556556
28 1 120.81863720 24.392964909
28 2 120.81786013 24.393443921
28 3 120.81702504 24.393780652
28 4 120.81642260 24.394295419
28 5 120.81605278 24.395005998
28 6 120.81558553 24.395983093
28 7 120.81529358 24.396533783
28 8 120.81465193 24.397297354
28 9 120.81422335 24.398363370
28 10 120.81344551 24.399340076
28 11 120.81225963 24.400582908
28 12 120.81060750 24.402074008
28 13 120.81002462 24.402446566
28 14 120.80895633 24.402907390
28 15 120.80850971 24.403013480
28 16 120.80812139 24.403084091
28 17 120.80765525 24.403261256
28 18 120.80709225 24.403313867
28 19 120.80654885 24.403242071
28 20 120.80606363 24.403205899
28 21 120.80569463 24.403329856
28 22 120.80509243 24.403631268
28 23 120.80450175 24.403690386
28 24 120.80428609 24.403690108
28 25 120.80403008 24.403640406
28 26 120.80385492 24.403603151
28 27 120.80357184 24.403627470
28 28 120.80280175 24.403734956
28 29 120.80225836 24.403663145
28 30 120.80167597 24.403697935
28 31 120.80084115 24.403785717
28 32 120.80041405 24.403820706
28 33 120.80006476 24.403749143
28 34 120.79864649 24.403573891
28 35 120.79707971 24.403201393
28 36 120.79591711 24.403014627
28 37 120.79465348 24.402781415
28 38 120.79313562 24.403427560
28 39 120.79235027 24.404345279
29 0 120.74392557 24.366032919
29 1 120.74336486 24.364518322
29 2 120.74264897 24.361215748
29 3 120.74166499 24.356788361
30 0 120.74172832 24.356788469
30 1 120.73705396 24.320170570
30 2 120.73685392 24.312606579
30 3 120.73655773 24.309678016
30 4 120.73595761 24.307579856
30 5 120.73574804 24.304532735
30 6 120.73566276 24.304018199
30 7 120.73558158 24.301525255
30 8 120.73571438 24.299942755
30 9 120.73555185 24.295036001
30 10 120.73525367 24.292141321
30 11 120.73495245 24.289150141
30 12 120.73482866 24.287229133
30 13 120.73498741 24.283640389
30 14 120.73548140 24.273579458
30 15 120.73532305 24.258659951
30 16 120.73486216 24.249342082
30 17 120.73408174 24.246241732
30 18 120.73217901 24.238682198
30 19 120.73138489 24.236228413
30 20 120.72975401 24.231537451
30 21 120.72786649 24.224716027
30 22 120.72645734 24.220673401
30 23 120.72563181 24.218632838
30 24 120.72521898 24.217649023
30 25 120.72487742 24.215682265
30 26 120.72433053 24.212732063
30 27 120.72416126 24.211051022
30 28 120.72430257 24.209655951
30 29 120.72444694 24.206833845
30 30 120.72441888 24.203805298
30 31 120.72463076 24.201744400
30 32 120.72463368 24.200380788
30 33 120.72446358 24.199096144
30 34 120.72415665 24.197129443
30 35 120.72364353 24.194591550
30 36 120.72350770 24.193449670
30 37 120.72313683 24.189088588
30 38 120.72345708 24.184861950
30 39 120.72359843 24.183435162
31 0 120.83523309 24.402855090
31 1 120.83479006 24.402113083
31 2 120.83416207 24.401089857
31 3 120.83363855 24.400418876
31 4 120.83287028 24.399713765
31 5 120.83199720 24.398945330
31 6 120.83058837 24.398027312
31 7 120.82960968 24.397802745
31 8 120.82870075 24.397706914
31 9 120.82765160 24.397863732
31 10 120.82677729 24.398023001
31 11 120.82586819 24.398053560
31 12 120.82541409 24.397797966
31 13 120.82410537 24.396753277
31 14 120.82307985 24.395934631
31 15 120.82146642 24.394646661
31 16 120.82084067 24.394147147
31 17 120.82061442 24.393893437
31 18 120.82014089 24.393347246
31 19 120.81986155 24.393060242
31 20 120.81930155 24.392702928
31 21 120.81903879 24.392567269
32 0 120.79235027 24.404345279
32 1 120.79186918 24.404907450
32 2 120.79039993 24.406711153
32 3 120.78908417 24.407403837
32 4 120.78518862 24.408741081
32 5 120.78068623 24.410077347
33 0 120.76516913 24.400614787
33 1 120.76447362 24.399676290
33 2 120.76394665 24.399084409
33 3 120.76303960 24.397793406
33 4 120.76254294 24.396691106
33 5 120.76116700 24.395157558
33 6 120.75967335 24.393838742
33 7 120.75819093 24.392278850
33 8 120.75754404 24.391477429
33 9 120.75676725 24.390338444
33 10 120.75583119 24.388793339
33 11 120.75489558 24.387027714
33 12 120.75412814 24.385460819
33 13 120.75292919 24.382945005
33 14 120.75274493 24.382582231
33 15 120.75158355 24.380295705
33 16 120.74798735 24.374466414
33 17 120.74551379 24.369288974
33 18 120.74421771 24.366822022
33 19 120.74392557 24.366032919
34 0 120.60145072 23.946498856
34 1 120.60145067 23.946496983
35 0 120.54526923 24.100726807
35 1 120.54493878 24.095841006
35 2 120.54500541 24.092322056
35 3 120.54495727 24.088907774
35 4 120.54502234 24.085966599
35 5 120.54508922 24.082342545
35 6 120.54470767 24.075145450
35 7 120.54450233 24.066320623
35 8 120.54411064 24.062957856
35 9 120.54417643 24.059754012
35 10 120.54418509 24.056497445
35 11 120.54419365 24.053293428
35 12 120.54478245 24.047097382
35 13 120.54519399 24.043001650
35 14 120.54588943 24.039694835
35 15 120.54675765 24.035968302
35 16 120.54883293 24.030144470
35 17 120.55015746 24.026892120
35 18 120.55193901 24.023903667
35 19 120.55618521 24.019189619
35 20 120.56117533 24.014267647
35 21 120.56645280 24.008663428
35 22 120.56903500 24.005519732
35 23 120.57138726 24.002795394
35 24 120.57586178 23.997713734
35 25 120.58045421 23.990951528
35 26 120.58309390 23.987439971
35 27 120.58751417 23.980624427
35 28 120.58981105 23.976691593
35 29 120.59193594 23.972968380
35 30 120.59486726 23.966568594
35 31 120.59751254 23.960115261
35 32 120.59843385 23.957333987
35 33 120.60085469 23.948726563
35 34 120.60145067 23.946496983
36 0 120.60145067 23.946496983
36 1 120.60137776 23.943675036
36 2 120.60174837 23.938476650
36 3 120.60324285 23.929941432
36 4 120.60429389 23.919548131
36 5 120.60435266 23.907861039
36 6 120.60464403 23.902804359
36 7 120.60472788 23.895607417
36 8 120.60490238 23.887271084
36 9 120.60494947 23.876581496
36 10 120.60445608 23.865743414
36 11 120.60439664 23.857547038
36 12 120.60384690 23.851554416
36 13 120.60422302 23.845857269
36 14 120.60558369 23.835396009
36 15 120.60779488 23.825015625
36 16 120.60943571 23.817051880
36 17 120.61148650 23.807097205
36 18 120.61311536 23.800130962
36 19 120.61431757 23.793231351
37 0 120.60145067 23.946496983
37 1 120.60145073 23.946496778
38 0 120.80104100 23.998668511
38 1 120.80085466 23.997767635
38 2 120.80027359 23.995850636
38 3 120.79935867 23.994029010
38 4 120.79831871 23.992149727
38 5 120.79690409 23.989810042
38 6 120.79603001 23.988623880
38 7 120.79497998 23.987571062
38 8 120.79217960 23.984526659
38 9 120.79042082 23.982318223
38 10 120.78840102 23.979512947
39 0 120.80597766 24.029132091
39 1 120.80654943 24.024361521
39 2 120.80697757 24.019524753
39 3 120.80716599 24.017092202
39 4 120.80701667 24.013970928
39 5 120.80694688 24.012547017
39 6 120.80601744 24.009434148
39 7 120.80513836 24.006990760
39 8 120.80347936 24.004452182
39 9 120.80226303 24.002293259
39 10 120.80182945 24.001390596
39 11 120.80147591 24.000700292
39 12 120.80128886 24.000259313
39 13 120.80112343 23.999703336
39 14 120.80102005 23.998725971
40 0 120.80066820 23.880441465
40 1 120.80050335 23.879769830
40 2 120.80030813 23.878731605
40 3 120.80041385 23.877709755
40 4 120.80050070 23.876111007
40 5 120.80074957 23.874858520
40 6 120.80143805 23.873340109
40 7 120.80150222 23.873162831
40 8 120.80172665 23.872158019
40 9 120.80192708 23.871106578
40 10 120.80248731 23.869011665
40 11 120.80301479 23.867676087
40 12 120.80321237 23.866674037
40 13 120.80314583 23.865368041
40 14 120.80357398 23.863455191
40 15 120.80423267 23.860358181
40 16 120.80495794 23.858536821
40 17 120.80499020 23.856896818
40 18 120.80540131 23.853769144
40 19 120.80579611 23.851096950
40 20 120.80579569 23.850125078
40 21 120.80605920 23.849032076
40 22 120.80604202 23.847513470
40 23 120.80658583 23.846056345
40 24 120.80724535 23.845085299
40 25 120.80830077 23.843932506
40 26 120.80896033 23.843083004
40 27 120.80948770 23.841868770
40 28 120.81016379 23.841110312
40 29 120.81184569 23.839229403
40 30 120.81535831 23.836348373
40 31 120.81784854 23.834529050
40 32 120.81992656 23.833255918
40 33 120.82174063 23.831952019
40 34 120.82355457 23.830708964
40 35 120.82523571 23.828068520
40 36 120.82632354 23.826369012
40 37 120.82676773 23.824395327
40 38 120.82663568 23.824334493
41 0 120.82683363 23.824334715
41 1 120.82696339 23.820690280
41 2 120.82696134 23.817349395
41 3 120.82689430 23.815709356
41 4 120.82662883 23.813157812
41 5 120.82629683 23.809755867
41 6 120.82609825 23.808662304
42 0 120.82616423 23.808662378
42 1 120.82485939 23.805745268
42 2 120.82338972 23.802949419
42 3 120.82165639 23.800396176
42 4 120.81969211 23.797660495
42 5 120.81823981 23.795958047
42 6 120.81498926 23.793281471
42 7 120.81144229 23.791151181
42 8 120.80885216 23.789447160
42 9 120.80660841 23.787713278
42 10 120.80649295 23.787682699
42 11 120.80413372 23.785705621
42 12 120.80225295 23.784063164
42 13 120.80134526 23.782513059
42 14 120.80043740 23.780446665
42 15 120.79971085 23.778228604
42 16 120.79975942 23.775950771
42 17 120.79957683 23.773156353
42 18 120.79993739 23.767750694
42 19 120.79983697 23.764197170
42 20 120.79975330 23.761129517
42 21 120.80013130 23.758153581
42 22 120.80026215 23.755602579
42 23 120.80039306 23.753173038
42 24 120.80042536 23.751624134
42 25 120.80154505 23.748284667
43 0 120.79902431 23.887882756
43 1 120.79960712 23.886928536
43 2 120.80025400 23.885497042
43 3 120.80064102 23.884065480
43 4 120.80070288 23.882335398
43 5 120.80063474 23.880605146
44 0 120.78814058 23.979214492
44 1 120.78742278 23.977603193
44 2 120.78657452 23.975633922
44 3 120.78624561 23.973366645
44 4 120.78602245 23.971071970
44 5 120.78582034 23.968401747
44 6 120.78591029 23.967281195
44 7 120.78599509 23.965599934
44 8 120.78608310 23.964528594
44 9 120.78654725 23.963012577
44 10 120.78668051 23.961673727
44 11 120.78674203 23.959645392
44 12 120.78732304 23.957378741
44 13 120.78773772 23.955761237
44 14 120.78809782 23.954455930
44 15 120.78770477 23.952665911
44 16 120.78667008 23.950865428
44 17 120.78492332 23.947749106
44 18 120.78394956 23.945177307
44 19 120.78391878 23.942640604
44 20 120.78428379 23.941155875
45 0 120.78430617 23.941149404
45 1 120.78521143 23.938584663
45 2 120.78540908 23.937843718
45 3 120.78559776 23.936496904
45 4 120.78592426 23.934663088
45 5 120.78578572 23.932440132
45 6 120.78545118 23.930954240
45 7 120.78548482 23.929619220
45 8 120.78564828 23.928084897
45 9 120.78587462 23.926636270
45 10 120.78633810 23.924807066
45 11 120.78691023 23.923505302
45 12 120.78758773 23.922478208
45 13 120.78776904 23.921890663
45 14 120.78798283 23.920967770
45 15 120.78907267 23.917109814
45 16 120.78939255 23.916254792
45 17 120.78967730 23.914870535
45 18 120.78947855 23.914128677
45 19 120.78926064 23.913112808
45 20 120.78887739 23.909002406
45 21 120.78820859 23.905833671
45 22 120.78748355 23.902062519
45 23 120.78750216 23.900289312
45 24 120.78767633 23.899392460
45 25 120.78832082 23.898502848
45 26 120.78968226 23.897135778
45 27 120.79109759 23.895785114
45 28 120.79305078 23.894220505
45 29 120.79412568 23.893215765
45 30 120.79610909 23.892116862
45 31 120.79695803 23.891585725
45 32 120.79772825 23.890827994
45 33 120.79820980 23.889635421
45 34 120.79889490 23.888180956
46 0 120.92920734 24.277082172
46 1 120.93120655 24.278220099
46 2 120.93457989 24.280644688
47 0 120.84225884 24.191065349
47 1 120.84098014 24.189957984
47 2 120.83767965 24.187651525
47 3 120.83563306 24.186497842
47 4 120.83371824 24.185647300
47 5 120.83186951 24.184796805
47 6 120.82975647 24.184006599
47 7 120.82817173 24.183398773
47 8 120.82652641 24.182641772
47 9 120.82632307 24.182548212
47 10 120.82343794 24.181003177
47 11 120.82108444 24.179643027
47 12 120.81873116 24.178172033
47 13 120.81686059 24.177034008
47 14 120.81497010 24.175565310
47 15 120.81345282 24.174108947
47 16 120.81206823 24.172289103
47 17 120.81101450 24.170106029
47 18 120.81059243 24.168438673
47 19 120.81042517 24.166590218
47 20 120.81042947 24.163681190
47 21 120.81036672 24.161438732
47 22 120.81030479 24.158650831
47 23 120.81024115 24.157014419
47 24 120.80997883 24.155741390
47 25 120.80951810 24.154649926
47 26 120.80892518 24.153618901
47 27 120.80787003 24.152526688
47 28 120.80668270 24.151494904
47 29 120.80582554 24.150524137
47 30 120.80516645 24.149614222
47 31 120.80513265 24.149557223
47 32 120.80484456 24.146482068
47 33 120.80028896 24.133470000
47 34 120.79854762 24.129897329
47 35 120.79802532 24.126645565
47 36 120.79791670 24.125790797
47 37 120.79753394 24.123299562
47 38 120.79754841 24.122029011
47 39 120.79728714 24.120210509
47 40 120.79729501 24.118840911
47 41 120.79762606 24.117408065
47 42 120.79745492 24.115144852
47 43 120.79757363 24.114786688
47 44 120.79827145 24.111996532
47 45 120.79847808 24.111242415
47 46 120.79969296 24.109546771
47 47 120.80125825 24.107059436
47 48 120.80252015 24.104760426
47 49 120.80375600 24.102649832
47 50 120.80416916 24.101141761
47 51 120.80453620 24.099652323
47 52 120.80483809 24.096984165
47 53 120.80486088 24.095541513
47 54 120.80509097 24.092807341
47 55 120.80564845 24.090950426
47 56 120.80591341 24.088848146
47 57 120.80632707 24.086962870
47 58 120.80694209 24.084417551
47 59 120.80720046 24.083390137
47 60 120.80722108 24.083324151
47 61 120.80732006 24.082287144
47 62 120.80781504 24.081005371
47 63 120.80800633 24.080185117
47 64 120.80858337 24.078912926
47 65 120.80880569 24.077838415
47 66 120.80901735 24.077112460
47 67 120.80897118 24.077008825
47 68 120.80878463 24.074754803
47 69 120.80845016 24.071765346
47 70 120.80842226 24.069794531
47 71 120.80810471 24.069294394
47 72 120.80746015 24.067624598
47 73 120.80734362 24.066521396
47 74 120.80726833 24.065446149
47 75 120.80669176 24.062975173
47 76 120.80617666 24.060682981
47 77 120.80617775 24.059956943
47 78 120.80612950 24.057901305
47 79 120.80596086 24.057316647
47 80 120.80572445 24.050678136
47 81 120.80572877 24.047811636
47 82 120.80642576 24.045209698
47 83 120.80604040 24.042003251
47 84 120.80598864 24.038835242
47 85 120.80558195 24.036194427
47 86 120.80568160 24.034855349
47 87 120.80577694 24.032875289
47 88 120.80591805 24.031140733
47 89 120.80595704 24.029150938
48 0 120.92885863 24.276849445
48 1 120.92811555 24.276495146
48 2 120.92611744 24.275369315
48 3 120.92399027 24.274496941
48 4 120.91701183 24.271911399
48 5 120.91402220 24.270454018
48 6 120.91147287 24.269318435
48 7 120.90979264 24.268391025
48 8 120.90807447 24.267480933
48 9 120.90463793 24.266024316
48 10 120.90211883 24.265200021
48 11 120.89796302 24.263595815
48 12 120.89565044 24.262200348
48 13 120.89393245 24.261290096
48 14 120.89274328 24.260440803
48 15 120.89175222 24.259834058
48 16 120.89016666 24.258742045
48 17 120.88818493 24.257164891
48 18 120.88704713 24.256468002
48 19 120.88257880 24.253499302
48 20 120.88144717 24.252069029
48 21 120.87953192 24.250310000
48 22 120.87745117 24.248495540
48 23 120.87662712 24.246610809
48 24 120.87603377 24.245034614
48 25 120.87487704 24.243367122
48 26 120.87345979 24.241214421
48 27 120.87207350 24.239516340
48 28 120.87092202 24.237845584
48 29 120.86846892 24.231736027
48 30 120.86758948 24.229512777
48 31 120.86753464 24.228477677
48 32 120.86626165 24.225546456
48 33 120.86489144 24.223600509
48 34 120.86270836 24.220720804
48 35 120.86001019 24.217433910
48 36 120.85670218 24.214048772
48 37 120.85404221 24.210807471
48 38 120.85133917 24.206116296
48 39 120.84987684 24.203612055
48 40 120.84831588 24.201126213
48 41 120.84528855 24.196580982
48 42 120.84232941 24.190962250
49 0 120.65399678 24.372648617
49 1 120.65134259 24.370162733
49 2 120.64951920 24.368505327
49 3 120.64762667 24.366762959
49 4 120.64681896 24.365998063
49 5 120.64577995 24.365211428
49 6 120.64471769 24.364467121
49 7 120.64350641 24.363674916
49 8 120.64236284 24.362617629
49 9 120.63998565 24.360513708
49 10 120.63479557 24.355033012
49 11 120.63258003 24.352592056
49 12 120.63069884 24.350172938
49 13 120.62768246 24.345877035
49 14 120.62392139 24.340750352
49 15 120.62066775 24.337030330
49 16 120.61725492 24.333994560
49 17 120.61533214 24.332512137
49 18 120.61376403 24.330814363
49 19 120.61207058 24.328189917
49 20 120.60860053 24.319763586
50 0 120.60290648 24.292636988
50 1 120.60691713 24.298072797
50 2 120.61055036 24.301610701
50 3 120.61306092 24.305572417
50 4 120.61524721 24.309967250
50 5 120.62134031 24.322053797
50 6 120.62354773 24.324628124
50 7 120.62725462 24.328821926
50 8 120.63561062 24.338749320
50 9 120.64579212 24.349862274
50 10 120.65029455 24.354501550
50 11 120.65416378 24.358623641
50 12 120.65961024 24.364656934
50 13 120.66119277 24.366058580
51 0 120.60271581 24.292495802
51 1 120.59895117 24.288625153
51 2 120.59612643 24.285597962
51 3 120.59368772 24.282426008
51 4 120.59164466 24.279959957
51 5 120.58921653 24.277709648
51 6 120.58545753 24.274264083
51 7 120.58271093 24.271236134
52 0 120.56708031 24.247649330
52 1 120.56529025 24.244673223
52 2 120.56385653 24.242289433
52 3 120.55998480 24.236885129
52 4 120.55726613 24.232927923
52 5 120.55575033 24.230523334
52 6 120.55511144 24.229087505
52 7 120.55401767 24.226216377
52 8 120.55365764 24.223937865
52 9 120.55329358 24.222840284
52 10 120.55256570 24.220560599
52 11 120.55193133 24.217859575
52 12 120.55092638 24.215916517
52 13 120.55038259 24.213637454
52 14 120.54947326 24.210682494
52 15 120.54874611 24.208234111
52 16 120.54802077 24.205279686
52 17 120.54738835 24.202072512
52 18 120.54675030 24.200467967
52 19 120.54629706 24.198610858
52 20 120.54566613 24.194981886
52 21 120.54466303 24.192617088
52 22 120.54439823 24.189495337
52 23 120.54413255 24.186626602
52 24 120.54368299 24.183757317
52 25 120.54323256 24.181141048
52 26 120.54360751 24.179117725
52 27 120.54333985 24.176839455
52 28 120.54363369 24.174245731
52 29 120.54330059 24.172242861
52 30 120.54285442 24.169923599
52 31 120.54291887 24.165956887
52 32 120.54293118 24.162498590
52 33 120.54312524 24.159631222
52 34 120.54304197 24.157184727
52 35 120.54314564 24.153895381
52 36 120.54307167 24.148834072
52 37 120.54345111 24.145545457
52 38 120.54346309 24.142171491
52 39 120.54375645 24.137195613
52 40 120.54463004 24.124123714
53 0 120.59698922 24.293320326
53 1 120.59234489 24.287045481
53 2 120.58771227 24.281763009
53 3 120.58362326 24.276547263
53 4 120.57911767 24.268710932
53 5 120.57682592 24.264757480
53 6 120.57436504 24.259529030
53 7 120.57230289 24.255290171
53 8 120.56985823 24.251479669
53 9 120.56726355 24.248095729
54 0 120.60859994 24.319788088
54 1 120.60221951 24.304825084
54 2 120.60074785 24.301031535
54 3 120.59897642 24.296958244
54 4 120.59700005 24.293158809
55 0 120.74117390 24.319489479
55 1 120.74001115 24.318575513
55 2 120.73724160 24.316475134
55 3 120.73531713 24.315326966
55 4 120.73324337 24.314702415
55 5 120.73091580 24.313960963
55 6 120.72918095 24.313298149
55 7 120.72784833 24.312674844
55 8 120.72543734 24.311370449
55 9 120.72287840 24.309968726
55 10 120.71953787 24.307769962
55 11 120.71721291 24.305941692
55 12 120.71451616 24.304107596
55 13 120.71143174 24.302197441
55 14 120.70862725 24.300699507
55 15 120.70614293 24.299348737
55 16 120.70389469 24.298194994
55 17 120.70299544 24.297721699
55 18 120.70196729 24.297366031
55 19 120.70061760 24.297009722
55 20 120.69811068 24.296503751
55 21 120.68606551 24.293383408
55 22 120.68246228 24.292422406
55 23 120.67969220 24.291776636
55 24 120.67859268 24.291502818
55 25 120.67758805 24.291060379
55 26 120.67641719 24.290321336
55 27 120.67121079 24.287327694
55 28 120.66541053 24.284112891
55 29 120.66235412 24.282308575
55 30 120.66068205 24.281559523
55 31 120.65824567 24.280457993
55 32 120.65571285 24.279663106
55 33 120.64816216 24.277365988
55 34 120.64419684 24.275778417
55 35 120.64069497 24.274350240
55 36 120.63737549 24.273207604
55 37 120.63288440 24.271703729
55 38 120.62787223 24.270198448
55 39 120.62364037 24.269232450
55 40 120.61947301 24.268505391
56 0 120.75477345 24.378383488
56 1 120.75403850 24.377157154
56 2 120.75357567 24.376121405
56 3 120.75238843 24.373913462
56 4 120.75183291 24.372774718
56 5 120.75145460 24.371775589
56 6 120.75079829 24.370334800
56 7 120.75003996 24.368933209
56 8 120.74926306 24.367532474
57 0 120.73859398 24.306278664
57 1 120.73876822 24.305527166
57 2 120.73864195 24.303907112
57 3 120.73890520 24.301887119
57 4 120.73907793 24.300730986
58 0 120.74030770 24.306443831
58 1 120.74036666 24.305055088
58 2 120.74067330 24.302879356
58 3 120.74102255 24.300980673
58 4 120.74107086 24.298448384
59 0 120.74238596 24.320258044
59 1 120.74221803 24.317802003
59 2 120.74206731 24.315597681
60 0 120.78068623 24.410077347
60 1 120.77921991 24.410075216
60 2 120.77780114 24.409598050
60 3 120.77750034 24.409433035
60 4 120.77735812 24.409340922
60 5 120.77723225 24.409248833
60 6 120.77702017 24.409064712
60 7 120.77685149 24.408884868
60 8 120.77670003 24.408646925
60 9 120.77643639 24.408276798
60 10 120.77601890 24.407731657
60 11 120.77560138 24.407206682
60 12 120.77518543 24.406827731
60 13 120.77463836 24.406375389
60 14 120.77417027 24.406006404
60 15 120.77387318 24.405801671
60 16 120.77357625 24.405506142
60 17 120.77325442 24.405278672
60 18 120.77275895 24.405119037
60 19 120.77236256 24.405004947
60 20 120.77181756 24.404822536
60 21 120.77064397 24.404250513
60 22 120.77046619 24.404093706
60 23 120.77019629 24.403853699
60 24 120.76994718 24.403688366
60 25 120.76971190 24.403535743
60 26 120.76946270 24.403421165
60 27 120.76918931 24.403307855
60 28 120.76895037 24.403230053
60 29 120.76837242 24.402843123
60 30 120.76777383 24.402170851
60 31 120.76671021 24.400684098
60 32 120.76636253 24.400145681
60 33 120.76580203 24.399359341
60 34 120.76533011 24.398654393
60 35 120.76444515 24.397407095
60 36 120.76376577 24.396284563
60 37 120.76267048 24.394930805
60 38 120.76074994 24.392750733
60 39 120.76013248 24.391723441
60 40 120.75974323 24.390822431
60 41 120.75889867 24.389056188
60 42 120.75818206 24.387572528
60 43 120.75726108 24.385476705
60 44 120.75687793 24.384299489
60 45 120.75646978 24.382769251
60 46 120.75614008 24.381293324
61 0 120.81009355 24.402399645
61 1 120.80937835 24.402602658
61 2 120.80882744 24.402666357
61 3 120.80847941 24.402646342
61 4 120.80810209 24.402596494
61 5 120.80783249 24.402620837
61 6 120.80752235 24.402719185
61 7 120.80713139 24.402780401
61 8 120.80671357 24.402779868
61 9 120.80637665 24.402754752
61 10 120.80613410 24.402717414
61 11 120.80583754 24.402741719
61 12 120.80547354 24.402802966
61 13 120.80504211 24.402888809
61 14 120.80473205 24.402925438
61 15 120.80446247 24.402937433
61 16 120.80424684 24.402924811
61 17 120.80403125 24.402887505
61 18 120.80384257 24.402874918
61 19 120.80362690 24.402886981
61 20 120.80331194 24.402871682
61 21 120.80282736 24.403033678
61 22 120.80231072 24.403047789
61 23 120.80179413 24.403032329
61 24 120.80093829 24.403149480
61 25 120.80055090 24.403104618
61 26 120.79963098 24.402911209
61 27 120.79791997 24.402731525
61 28 120.79695138 24.402685876
61 29 120.79622487 24.402699685
61 30 120.79535310 24.402683725
61 31 120.79465348 24.402781415
